file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/common/exception/DuplicateTaskException.java,org.opensearch.ad.common.exception.DuplicateTaskException,class,1,4,3,1,1,5,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/DetectionDateRange.java,org.opensearch.ad.model.DetectionDateRange,class,11,22,11,11,20,1,0,21,0,0.54545456,0.0,0.0,11,1,10,1,0,0,10,0,0,0,4,2,2,2,0,0,4,0,2,76,9,1,6,0,0,7,0,13,0,9,2,0,0,0,67,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/GetAnomalyDetectorTransportAction.java,org.opensearch.ad.transport.GetAnomalyDetectorTransportAction$Anonymous2,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,-1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/EntityAnomalyResult.java,org.opensearch.ad.model.EntityAnomalyResult,class,3,4,1,3,7,1,0,3,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,18,2,0,4,0,0,0,0,2,0,2,1,0,0,0,11,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/GetAnomalyDetectorTransportAction.java,org.opensearch.ad.transport.GetAnomalyDetectorTransportAction$Anonymous1,anonymous,8,8,0,8,13,1,0,20,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,51,3,1,2,2,0,2,3,17,3,11,4,0,0,0,57,-1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/util/IndexUtils.java,org.opensearch.ad.util.IndexUtils,class,13,19,6,13,10,1,0,27,0,0.625,0.0,0.0,4,0,4,0,0,0,4,0,0,0,8,4,3,5,0,0,5,0,0,49,6,0,2,0,0,5,5,14,1,14,3,0,0,1,128,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/StatsAnomalyDetectorResponse.java,org.opensearch.ad.transport.StatsAnomalyDetectorResponse,class,7,7,0,7,5,2,0,2,0,0.0,0.0,0.0,5,0,4,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,20,2,0,0,0,0,0,0,2,0,1,0,0,0,0,28,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/Mergeable.java,org.opensearch.ad.model.Mergeable,interface,1,7,6,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/DeleteAnomalyDetectorTransportAction.java,org.opensearch.ad.transport.DeleteAnomalyDetectorTransportAction$Anonymous1,anonymous,1,1,0,1,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/ADTaskProfileTransportAction.java,org.opensearch.ad.transport.ADTaskProfileTransportAction,class,16,17,1,16,5,2,0,7,8,0.6,0.0,0.0,5,0,1,0,4,0,5,0,0,0,2,0,0,2,0,0,0,0,0,24,4,0,0,0,0,0,0,5,0,5,0,0,0,0,34,1,0
